id,name,name_norm,uic,latitude,longitude,parent_station_id,country,time_zone,is_city,is_main_station,is_airport,entur_id,entur_is_enabled
1,Château-Arnoux—St-Auban,Chateau-Arnoux-St-Auban,NA,44.08179,6.001625,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
2,Château-Arnoux—St-Auban,Chateau-Arnoux-St-Auban,8775123,44.0615651,5.9973734,1,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
3,Château-Arnoux Mairie,Chateau-Arnoux Mairie,8775122,44.063863,6.011248,1,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
4,Digne-les-Bains,Digne-les-Bains,NA,44.35,6.35,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
6,Digne-les-Bains,Digne-les-Bains,8775149,44.088710133980605,6.222982406616211,4,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
7,La Crau,La Crau,8775561,43.1449352,6.0687663,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
8,Aire-sur-l’Adour,Aire-sur-l'Adour,8767104,43.703854,-0.258269,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
9,Cagnes-sur-Mer,Cagnes-sur-Mer,8775632,43.65813,7.14864,5768,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
10,Menton,Menton,NA,43.776486,7.504349,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
11,Menton,Menton,8775648,43.774444,7.4933,10,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
12,Menton—Garavan,Menton-Garavan,8775649,43.785202,7.517297,10,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
16,Vievola,Vievola,NA,NA,NA,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
17,Vievola,Vievola,8300618,NA,NA,16,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
18,Vievola,Vievola,8775689,44.1125561,7.5627976,16,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
19,Mandelieu-la-Napoule,Mandelieu-la-Napoule,8775759,43.523903,6.941313,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
23,Decazeville,Decazeville,NA,44.55,2.25,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
24,Decazeville Centre,Decazeville Centre,8761367,44.561434,2.255896,23,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
25,Viviez—Decazeville,Viviez-Decazeville,8761366,44.5555678,2.2182582,23,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
26,Decazeville Fontvergne,Decazeville Fontvergne,8761369,44.55563533558816,2.263741493225097,23,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
27,St-Sever Calvados,St-Sever Calvados,NA,48.833333,-1.033333,29,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
28,St-Sever Centre,St-Sever Centre,8741929,48.839517,-1.049283,29,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
29,St-Sever Calvados,St-Sever Calvados,8744771,48.843608,-1.0516979,NA,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
30,Vire,Vire,NA,48.83897,-0.88928,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
31,Vire Centre,Vire Centre,8744816,48.837638,-0.880538,30,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
32,Vire,Vire,8744815,48.846329,-0.882884,30,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
33,Marans,Marans,NA,46.3,-1,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
34,Marans Centre,Marans Centre,8738988,46.290815,-0.979212,33,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
35,Marans,Marans,8748506,46.30433,-1.00127,33,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
36,Uzerche,Uzerche,8759420,45.4407088,1.5702735,5607,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
38,Dijon Ville,Dijon Ville,8771304,47.32337,5.027208,1782,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
40,Pontrieux,Pontrieux,NA,48.7,-3.166667,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
41,Pontrieux Halte,Pontrieux Halte,8747383,48.6980361,-3.1644959,40,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
42,Pontrieux,Pontrieux,8747384,48.7056437,-3.1574281,40,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
43,Auboué,Auboue,8719168,49.216163,5.9714608,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
44,Périgueux,Perigueux,8759500,45.187408,0.707879,4957,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
45,Besançon Viotte,Besancon Viotte,8771800,47.247019,6.022003,5029,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
47,Douarnenez Office de Tourisme,Douarnenez Office de Tourisme,8747990,48.09336269013469,-4.3303728103637695,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
50,Concarneau,Concarneau,NA,47.866667,-3.916667,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
51,Concarneau Port,Concarneau Port,8747989,47.867055,-3.927593,50,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
52,Concarneau,Concarneau,8747438,47.87767079094932,-3.920531272888184,50,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
55,Aboncourt,Aboncourt,8719140,49.266667,6.35,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
56,Aiton—Bourgneuf,Aiton-Bourgneuf,8774124,45.566667,6.25,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
57,Colomiers,Colomiers,NA,43.616667,1.35,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
58,Colomiers,Colomiers,8761146,43.603734,1.334221,57,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
59,Colomiers Lycée International,Colomiers Lycee International,8761192,43.6163055,1.3141157,57,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
60,Labège,Labege,NA,43.533333,1.533333,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
61,Labège Innopole,Labege Innopole,8761200,43.5473613,1.5129784,60,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
62,Labège Village,Labege Village,8761202,43.5305367,1.5329207,60,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
63,Azay-le-Rideau Mairie,Azay-le-Rideau Mairie,8711029,47.266667,0.466667,5083,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
64,Albas,Albas,8761375,44.466667,1.233333,9007,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
65,Abancourt,Abancourt,8731375,49.6852237,1.7743058,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
66,Lunel,Lunel,NA,43.683333,4.133333,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
67,Lunel-Viel,Lunel-Viel,8777342,43.6811729,4.0937398,66,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
68,Lunel,Lunel,8777340,43.679392,4.131086,66,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
72,Moirans,Moirans,8774732,45.322185,5.581915,4774,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
73,Arc-et-Senans,Arc-et-Senans,8771884,47.0303516,5.7767843,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
74,Accolay,Accolay,8768365,47.666667,3.716667,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
76,Dole Ville,Dole Ville,8771341,47.096084,5.488105,1845,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
77,Dax,Dax,8767320,43.720472,-1.050301,5776,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
80,Rezé,Reze,NA,47.2,-1.566667,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
82,Rezé—Pont-Rousseau,Reze-Pont-Rousseau,8748103,47.1932425,-1.5495445,80,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
83,Cherbourg,Cherbourg,8744487,49.633505,-1.621515,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
84,Angers St-Laud,Angers St-Laud,8748400,47.464647,-0.55682,344,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
85,Saumur,Saumur,8748760,47.269,-0.07136,5831,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
87,Cérences Centre,Cerences Centre,8738819,48.91686,-1.437824,9462,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
89,Reims,Reims,8724856,49.25,4.033333,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
90,Reims Maison Blanche,Reims Maison Blanche,8717127,49.2336853,4.0224927,89,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
91,Champagne-Ardenne TGV,Champagne-Ardenne TGV,8717192,49.214806,3.994632,89,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
92,Reims Ville,Reims Ville,8717100,49.258978,4.024435,89,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
93,Laval,Laval,8747840,48.076206,-0.760907,4714,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
94,Accous,Accous,8767278,42.983333,-0.6,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
95,Achiet,Achiet,8734204,50.1317525,2.780168,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
96,Louverné,Louverne,NA,48.133333,-0.7,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
97,Louverné,Louverne,8747851,48.1088564,-0.7144109,96,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
98,Louverné Centre,Louverne Centre,8747991,48.12305356338282,-0.719904899597168,96,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
99,Mayenne,Mayenne,NA,48.3,-0.616667,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
100,Mayenne,Mayenne,8747859,48.3064552166399,-0.6205880641937256,99,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
101,Mayenne Centre,Mayenne Centre,8747860,48.299504040832794,-0.611339807510376,99,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
104,Arnage,Arnage,NA,47.933333,0.183333,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
105,Arnage,Arnage,8739654,47.9285663,0.1898826,104,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
106,Arnage Centre,Arnage Centre,8736033,47.937288,0.163801,104,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
107,Carnac,Carnac,NA,47.583333,-3.083333,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
108,Plouharnel—Carnac,Plouharnel-Carnac,8747641,47.6042943,-3.1184482,107,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
109,Les Sables-Blancs,Les Sables-Blancs,8747626,47.5755984,-3.1324467,107,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
110,Carnac,Carnac,8728967,47.584558972342386,-3.0826091766357417,107,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
111,St-Pierre-Quiberon,St-Pierre-Quiberon,NA,47.516667,-3.133333,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
112,L’Isthme,L'Isthme,8747627,47.5465051,-3.133699,111,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
113,St-Pierre-Quiberon,St-Pierre-Quiberon,8747644,47.5210574,-3.138905,111,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
114,Metz,Metz,8719203,49.109545,6.1765930000000004,4827,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
115,Forbach,Forbach,NA,49.183333,6.9,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
117,Forbach,Forbach,8719300,49.1892278,6.9013184,115,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
118,Sarreguemines,Sarreguemines,NA,49.10995,7.067471,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
119,Sarreguemines Poste,Sarreguemines Poste,8740690,49.110155,7.054923,118,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
121,Sarreguemines,Sarreguemines,8719361,49.1073357,7.0686398,118,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
122,Dunkerque,Dunkerque,8728100,51.03047,2.368961,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
123,Lille-Flandres,Lille-Flandres,8728600,50.636577,3.06987,4652,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
124,Haubourdin,Haubourdin,8728609,50.6070495,2.990153,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
125,Tourcoing,Tourcoing,8728654,50.71683,3.16804,5840,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
126,Nomain,Nomain,NA,50.5,3.25,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
127,Nomain-Ouvignies,Nomain-Ouvignies,8728681,50.5060755,3.2308175,126,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
128,Nomain,Nomain,8728660,50.5023744,3.2063499,126,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
129,Croix,Croix,NA,NA,NA,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
130,Croix—Wasquehal,Croix-Wasquehal,8728671,50.6785574,3.1380315,129,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
131,Croix-l’Allumette,Croix-l'Allumette,8728105,50.6872009,3.1516591,129,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
132,Roubaix,Roubaix,8728673,50.69561,3.16348,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
136,Jeumont,Jeumont,NA,50.3,4.1,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
137,Jeumont,Jeumont,8729501,50.29606,4.08645,136,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
139,Bellegarde-sur-Valserine,Bellegarde-sur-Valserine,NA,46.107874,5.824213,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
140,Bellegarde-sur-Valserine,Bellegarde-sur-Valserine,8774500,46.109425,5.823483,139,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
141,Bellegarde-sur-Valserine Lycée Musinens,Bellegarde-sur-Valserine Lycee Musinens,8774272,46.115336,5.794132,139,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
143,Briouze,Briouze,8744808,48.7018622,-0.3682036,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
148,Calais Ville,Calais Ville,8731726,50.952613,1.848185,1417,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
149,Boulogne-sur-Mer Ville,Boulogne-sur-Mer Ville,8731758,50.7157,1.60964,5758,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
150,Allenc,Allenc,8778365,44.541296,3.6638926,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
151,Pau,Pau,8767200,43.291762,-0.369626,5006,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
152,Hendaye,Hendaye,8767700,43.353132,-1.781724,5785,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
153,Strasbourg,Strasbourg,8721202,48.584967,7.734584,5260,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
154,Mertzwiller,Mertzwiller,NA,48.866667,7.683333,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
155,Mertzwiller,Mertzwiller,8721320,48.872013,7.6781895,154,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
157,Colmar,Colmar,8718201,48.073201,7.346967,1349,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
158,Mulhouse,Mulhouse,8718206,47.742224,7.342396,4753,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
159,St-Louis (Haut Rhin),St-Louis (Haut Rhin),NA,47.583333,7.566667,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
160,St-Louis La-Chaussée,St-Louis La-Chaussee,8718101,47.6094781,7.5312095,159,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
161,St-Louis,St-Louis,8718213,47.5906094,7.5559882,159,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
162,Thann,Thann,NA,NA,NA,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
163,Thann,Thann,8718256,47.8088208,7.1069795,162,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
164,Thann—St-Jacques,Thann-St-Jacques,8718288,47.8133155,7.0938473,162,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
165,Givors Canal,Givors Canal,8772243,45.5957662,4.7725754,3263,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
166,Aspach-le-Haut,Aspach-le-Haut,NA,47.65,7.233333,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
167,Aspach-le-Haut,Aspach-le-Haut,8767414,47.769396,7.142379,166,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
168,Aspach-le-Bas,Aspach-le-Bas,8721537,47.759832,7.152375,166,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
171,Avignon Centre,Avignon Centre,8776500,43.9419,4.805281,489,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
172,Le Mans,Le Mans,8739600,47.995034,0.19014,4661,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
173,Joué-lès-Tours Berthelot,Joue-les-Tours Berthelot,8711028,47.35,0.666667,4580,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
174,Eu,Eu,NA,50.05,1.416667,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
175,Eu-la-Mouillette,Eu-la-Mouillette,8731676,50.04890671485088,1.4253687858581543,174,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
176,Eu,Eu,8731753,50.0541988,1.416837,174,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
177,Alleyras,Alleyras,8773188,44.919217,3.673517,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
178,Le Havre,Le Havre,8741301,49.492996,0.125677,4630,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
179,Harfleur,Harfleur,NA,49.506596,0.198269,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
180,Harfleur-Halte,Harfleur-Halte,8741370,49.5059181,0.192085,179,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
181,Harfleur,Harfleur,8741330,49.5136336,0.1989828,179,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
182,Montivilliers,Montivilliers,NA,49.55,0.2,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
184,Montivilliers,Montivilliers,8741372,49.5429758,0.189426,182,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
186,Dieppe,Dieppe,8741501,49.921788,1.081133,1926,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
187,Fontainebleau—Avon,Fontainebleau-Avon,8768221,48.416371,2.72634,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
188,Péronne,Peronne,NA,50,2.65,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
189,Péronne Centre,Peronne Centre,8731341,49.934997,2.938987,188,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
190,Péronne la Chapelette,Peronne la Chapelette,8731386,49.924488,2.933359,188,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
191,Albi Ville,Albi Ville,8761500,43.92238,2.137958,4604,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
192,Orléans Centre,Orleans Centre,8754300,47.90796,1.904666,4894,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
194,Vendôme,Vendome,8757455,47.8021498,1.0678728,5846,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
195,Fréjus,Frejus,8775750,43.432032,6.732941,4583,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
196,Fontenay-le-Comte,Fontenay-le-Comte,8748561,46.46785957735252,-0.809592604637146,2776,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
197,Acheux-Franleu,Acheux-Franleu,8731674,50.0826021,1.6574207,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
198,St-Hilaire-de-Riez,St-Hilaire-de-Riez,NA,NA,NA,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
199,St-Hilaire-de-Riez,St-Hilaire-de-Riez,8748656,46.7166736,-1.9496838,198,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
200,St-Hilaire-de-Riez Centre,St-Hilaire-de-Riez Centre,8738992,46.718728,-1.944618,198,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
201,La Clayette—Baudemont,La Clayette-Baudemont,8769473,46.2881469,4.2984195,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
203,Tours,Tours,8757100,47.389781,0.693703,5338,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
204,Cambrai,Cambrai,8734552,50.17662,3.24118,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
205,Aiguebelle,Aiguebelle,8774125,45.5437225,6.3067175,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
207,Agen,Agen,8758600,44.208311,0.620932,17433,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
208,Ervy-le-Châtel Halles,Ervy-le-Chatel Halles,8711034,48.033333,3.916667,5684,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
209,Fays-la-Chapelle,Fays-la-Chapelle,8711037,48.133333,4.016667,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
210,Agonac,Agonac,8759515,45.2865966,0.7486706,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
211,Limoges Bénédictins,Limoges Benedictins,8759200,45.836089,1.267356,4651,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
212,Modane,Modane,8774200,45.193365,6.658161,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
213,Agos,Agos,8762007,43.033333,-0.066667,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
214,Argenton-sur-Creuse,Argenton-sur-Creuse,NA,46.583333,1.516667,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
215,Argenton-sur-Creuse,Argenton-sur-Creuse,8759712,46.592248,1.518305,214,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
216,Argenton-sur-Creuse Gare Routière,Argenton-sur-Creuse Gare Routiere,8720156,46.587009,1.503158,214,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
217,Roye,Roye,8731350,49.69805004945369,2.789722681045532,17478,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
218,Agay,Agay,8775755,43.4313701,6.8564997,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
220,Versailles,Versailles,NA,48.7526,2.5735,NA,FR,Europe/Paris,TRUE,FALSE,FALSE,NA,FALSE
223,Versailles-Chantiers,Versailles-Chantiers,8739300,48.7958264,2.1358827,220,FR,Europe/Paris,FALSE,TRUE,FALSE,NA,FALSE
224,Villeneuve-au-Chemin,Villeneuve-au-Chemin,8711036,48.082895,3.844281,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
230,Salvagnac,Salvagnac,8711015,43.916667,1.7,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
232,Maussac,Maussac,8715241,45.483333,2.15,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
233,Aix-en-Provence TGV,Aix-en-Provence TGV,8731901,43.455237,5.317534,23614,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
234,Moustéru,Mousteru,8747351,48.5074512,-3.2435052,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
239,Aillevillers,Aillevillers,8718562,47.9138876,6.3372988,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
241,Ailly-sur-Noye,Ailly-sur-Noye,8731322,49.75448,2.36419,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
246,Ailly-sur-Somme,Ailly-sur-Somme,8731309,49.92838,2.20059,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
249,Aigues-Vives (Gard),Aigues-Vives (Gard),8777512,43.733333,4.166667,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
252,Aiserey,Aiserey,8771363,47.170501,5.1582447,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
264,Vicq-sur-Breuilh,Vicq-sur-Breuilh,8711511,45.645578,1.384455,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
265,St-Hilaire-Bonneval,St-Hilaire-Bonneval,8711512,45.716667,1.366667,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
266,Boisseuil,Boisseuil,8711513,45.766667,1.316667,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
267,Azay-sur-Indre,Azay-sur-Indre,8711533,47.2,0.95,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
286,Mouroux,Mouroux,8711628,48.8139949,3.0423421,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
292,Alet-les-Bains,Alet-les-Bains,8761518,42.9974445,2.2518325,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
293,Allassac,Allassac,8759423,45.2589385,1.4731471,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
295,Albens,Albens,8774611,45.785946,5.9483418,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
302,Pierre-Buffière Ville,Pierre-Buffiere Ville,8740899,45.7,1.35,5349,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
303,Aix la Marsalouse,Aix la Marsalouse,8759429,45.614206266734726,2.3984473943710327,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
304,La Ferté-sous-Jouarre,La Ferte-sous-Jouarre,8711651,48.950741,3.125577,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
311,Merten,Merten,8719321,49.25,6.666667,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
313,La Ferté-Milon,La Ferte-Milon,8711667,49.1797269,3.1207223,NA,FR,Europe/Paris,FALSE,FALSE,FALSE,NA,FALSE
